Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Denmark,DNK,309423331621.111,312362953154.474,313788983715.767,315173078665.162,323923392254.934,331566717229.884,344220920201.088,347618978899.631,346168787502.767,328948693605.161,334155612676.138,338535737076.161,338517346736.033,343231788015.959,347618289559.081,354933619552.08,365840891086.263,377022734671.325,384035385770.887,390607770987.903,383654538666.104,411976171034.168,418321317228.079
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,4378934655.23348,4688155019.46657,5040990672.51429,5400082232.1998,5694823662.43797,5966718285.13844,6297580606.58027,6380479642.79444,6669027120.13223,6917686896.11475
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Dominica,DMA,886078545.003989,885512830.552732,860470537.510418,915137410.650228,943055418.819766,949240563.486843,993470005.000961,1056584880.61288,1131824902.63007,1118587184.47065,1126111186.67237,1123593757.36428,1111694896.73951,1100578607.7723,1152897765.9394,1121406328.15275,1152398051.50745,1076120886.32962,1114297183.21529,1175611201.15737,980411429.751109,1047967163.80539,1106480895.21375
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Dominican Republic,DOM,92950354160.2043,95236483334.6367,99517461737.8343,98178249100.0091,100701561934.947,110195943803.299,120305711330.634,129227524793.078,133375087708.446,134637022993.345,145865280908.053,150435857173.807,154523752861.782,162057102731.693,173482879916.304,185500071573.657,197852892827.191,207086103030.978,221545947298.949,232738820798.352,217098214927.192,243740486662.959,255582189311.542
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Ecuador,ECU,116382238865.783,121277592226.308,127254267786.608,130924917605.545,139870228228.072,147421293755.993,153821046693.08,156747382273.581,167037723591.341,168860126820.233,175663734153.937,190562612596.47,201583253116.281,216119898317.055,225253266138.503,225522876523.984,223971382319.511,237343367063.244,239821933276.412,240218607226.113,218010165471.528,239415314251.538,254225878552.211
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Egypt, Arab Rep.",EGY,729490135696.291,755279450118.01,773332169940.297,798028182757.074,830684067473.477,867830136338.384,927223026666.34,992942994658.098,1064000811005.14,1113727950775.21,1171054144075.82,1191718237009.77,1218248266002.38,1244872668304.69,1281172058328.89,1337185145139.77,1395307815739.63,1453648719145.25,1531144311300.78,1616154868524.25,1673531030392.09,1728601012503.64,1842478578400.74
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,El Salvador,SLV,44845358873.2488,45239824775.7213,45951410325.2796,46670730500.3765,47085822070.9522,48348112958.8643,50444969942.3996,51376992319.8102,52483859774.8353,51377096737.2549,52483859774.8353,54464382833.8519,56037150872.4371,57260415160.2687,58250676689.777,59648692981.8958,61163210524.2658,62537926514.7702,64046619110.6471,65607737256.2459,60429252054.6952,67623210509.8633,69516357566.7362
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Equatorial Guinea,GNQ,8275815154.02212,13521016489.0496,16152589488.2834,18406723783.951,25401044477.6871,29655389367.8877,31940312684.5962,36821467655.2962,43375360867.775,43958046505.4614,40035153118.1574,42647015932.6991,46192207712.6692,44282992075.7645,44466795853.2098,40415852453.4227,36852622273.1796,34763996771.5807,32595924793.3504,30809073115.5301,29332985518.4104,29585328380.1352,30539013900.9581
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Estonia,EST,29504258151.7017,31239329725.2787,33405152496.0652,35942708576.2708,38387062618.9433,42042684869.3079,46147131564.4306,49640893106.8652,47096642103.7856,40206299606.2791,41191251788.7603,44324660688.1514,45952271607.4134,46759420782.2353,48313136987.8873,49201208320.721,50723009484.8028,53581085875.7377,55563422330.7798,57634078376.9779,55972021037.4724,59976509887.9646,60012752392.7986
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Eswatini,SWZ,6453694645.38819,6521765951.65259,6807425762.61597,7071568421.91189,7327835995.95249,7767416503.29131,8232853059.15806,8598011013.02353,8668657766.8221,8804326495.72329,9138341069.57851,9343700589.76197,9847945603.99374,10228195838.4418,10403802488.3243,10544763080.9572,10916887553.9807,11185995230.0189,11272034709.9073,11831366759.2579,11489787751.8442,11880364539.8064,11872331125.4157
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Ethiopia,ETH,54621558951.4727,59155861877.0796,60051910923.7216,58753973108.6901,66728416705.8756,74614892096.248,82699212005.3751,92173371840.4144,102117516049.557,111106464724.117,125050924184.125,139029486924.233,151052495068.288,167037278011.059,184171115045.298,203311030070.332,222490340833.501,243769738968.077,260385444660.056,282164306399.35,299262139696.11,316145105232.455,332967743594.595
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,2598661867.19318,2480337042.10383,2470916275.77506,2559038124.01437,2740255985.11459,2900729318.75885,3058301056.37386,3087599639.65633,3130407601.85426,3240347944.91101,3329901749.63229,3481029683.07842,3424034046.78936,3612505897.96273,3740967467.62183
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Fiji,FJI,7926503897.14572,8085033986.72094,8343755002.64099,8427192497.99556,8873833675.49618,8935950546.93584,9101487589.62726,9024065393.16781,9117265418.98091,8990896682.36859,9256548227.14405,9506951096.23763,9641124064.3276,10097556038.7942,10663374095.6019,11143353824.6384,11415881481.1758,12027015277.6464,12485527311.3026,12412868238.2128,10297880888.4883,9795237609.33947,11733982218.3191
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Finland,FIN,245380539926.771,251859229466.796,256108916496.266,261261314822.845,271725821936.262,279272488380.098,290498050556.308,305931636163.661,308331459427.361,283430515493.246,292410409719.57,299400172732.42,294840786288.711,291952110137.96,290556379593.968,291911835326.243,299419615744.973,309310553988.072,313000560013.334,317225248883.807,309323053067.571,317782152314.793,322390146289.885
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,France,FRA,2871247924676.35,2925786331589.15,2957026422467.46,2985645327836.16,3071281117026.3,3129284281891,3214215076251.04,3295550205760.12,3308078945956.16,3214640552371.38,3278943802224.63,3358870568050.82,3365045356862.79,3391351815847.98,3425191841309.93,3461730237456.14,3491502193473.81,3564251651686.78,3622915980757.07,3696368663151.73,3421334958642.82,3656802790020.89,3750813356217.19
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Gabon,GAB,27701882953.7729,28293382817.118,28222922909.4005,28857185126.0672,29056167842.9723,29833769975.2598,28996461844.4476,30738600595.4542,29721635312.3458,29760371852.4762,31870348681.2082,34130515199.1018,35922734804.547,37948309693.9604,39585765763.2436,41121257791.9715,41981285134.0148,42179706332.6748,42533137085.7781,44200780065.2261,43388475339.42,44025399637.0671,45362721557.9361
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Gambia, The",GMB,3868512085.81848,4092885796.20548,3959867001.70167,4231909849.73992,4530259494.17394,4423720051.48552,4399142704.39283,4533019593.11356,4816601016.69387,5137662361.47514,5441212706.55878,4998817942.38871,5260834446.33585,5411966056.42096,5335798993.50162,5552329654.69098,5660231389.10106,5933202344.80689,6362463027.66407,6758338859.52741,6798313574.75296,7155630814.36372,7548689488.3493
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Georgia,GEO,23265219954.9197,24383648564.9521,25718415555.7572,28562108736.9832,30216621133.3328,33114739064.4387,36234637851.3052,40791350035.0017,41779159245.3223,40253905629.9375,42768329074.3899,46161712229.403,49198613272.7027,51723921667.1311,53839683818.7131,55643864277.2325,57563697329.2467,60533928053.9435,64203516814.5972,67658127813.2253,63402112372.6154,70150781357.7257,77838277278.2648
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Germany,DEU,4136410731596.48,4204104789680.73,4194506387554.78,4172278482067.4,4220775723171.57,4258159017100.63,4422342393741.75,4550152829213.11,4591577565999.76,4336967035088.17,4516810976550.63,4686551326779.3,4708779232266.67,4726965694896.45,4829517165011.54,4909335550077.56,5021990597107.23,5158389093082.4,5215979572661.06,5267507887953.32,5051796197610.96,5237197111069.94,5308932626330.99
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Ghana,GHA,65339500564.5476,67953080670.8158,71010969001.3317,74703539483.9173,78886937688.1248,83541270024.0622,88887838295.6953,92751631832.2215,101238219656.879,106142692099.579,114527659021.355,130615500817.727,142753324240.703,153192196788.091,157567733839.808,160909366269.164,166337588628.264,179858996355.462,191010393846.258,203440920110.743,204486487774.301,214867175690.96,223069740052.18
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Greece,GRC,339626870560.713,355420926512.393,372065776703.698,393633771351.64,414802869275.902,419712086545.331,446755805688.342,462422951841.485,462688722863.465,443629297436.836,418370193341.263,377048693781.039,345636262012.726,337783002014.431,340459003531.692,339681728956.945,339573726428.831,344576071835.475,351690439347.274,359699065932.321,326620307230.786,354887654707.91,375271156611.494
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Greenland,GRL,2493522080.5958,2525165750.50187,2500641913.6763,2611421493.7752,2791781482.4599,2931021354.15915,3093859958.07354,3166641094.81179,3361900386.90958,3391012841.60489,3449874892.25987,3432745594.42147,3480604705.54935,3435416686.6452,3598328806.85931,3507315627.78663,3671526535.96274,3673462465.18911,3696350539.84013,3801037750.66364,3808168831.738,3857302225.39463,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Grenada,GRD,1249888777.20033,1224592277.72961,1266685476.23295,1386564253.155,1377586938.51523,1560477974.89063,1498131757.61414,1589869120.91928,1604933808.52023,1498795020.31369,1491133986.71381,1502537785.04431,1485185905.27262,1520104081.63697,1631712007.63754,1736879487.64506,1801831901.67371,1881809375.89826,1963883370.15014,1977169271.687,1705177563.59537,1785107389.63748,1915790471.3413
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Guatemala,GTM,102628287114.17,105022168744.892,109054271306.498,111846472515.05,115356121806.675,119135219417.723,125510618913.318,133465128866.325,137860834917.549,138518290629.009,142513401130.621,148447526449.402,152863407738.384,158511434275.468,165555646880.928,172330466747.182,176945136389.347,182394783811.141,188608743183.752,196186849980.198,192683831865.178,208162639922.746,216905795302.004
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Guinea,GIN,19877610460.8138,20604802321.2874,21668959892.6223,21939518798.7052,22452929276.4778,23125904765.2172,23401011017.864,24996368183.6193,26029472119.9759,25737254320.9579,26976081069.211,28490008891.1435,30175274472.934,31365896381.0502,32525353401.2862,33769744334.8314,37423842474.5451,41278500248.8802,43903190354.9434,46369195006.2984,48550675963.3161,51260936277.8168,53297229730.4031
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Guinea-Bissau,GNB,2370726873.02675,2484189189.06988,2574959873.06233,2567597263.20133,2597686717.86767,2768089020.93444,2841900251.21907,2914647966.12315,3046523403.59474,3121100805.57625,3296049838.86975,3562536841.86355,3501515231.86393,3615527085.70123,3650399775.29069,3874318559.58867,4079913006.11741,4275299698.04327,4436113112.29091,4682337603.17209,4752351400.41892,5046173922.34439,5278592205.91124
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Guyana,GUY,6138000899.54708,6277917959.49532,6349023350.95647,6308883213.42476,6407513272.28075,6282505405.44346,6604773389.99273,7079738247.62171,7204003476.79362,7464176672.69458,7773077265.31738,8176985914.01655,8608430725.62917,8922929785.10938,9073414500.73012,9135785568.53407,9483626608.40947,9837791842.3275,10274679607.8293,10824666771.3818,15531194183.088,18646756094.7256,30456602085.9028
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Haiti,HTI,27040286238.5188,26947606229.811,27231046577.9022,28178899327.9655,27807541798.3771,28661837694.2069,29168794121.2202,30541632149.6966,31353438599.71,33200274946.6004,31323957578.5132,32920919826.3292,33086322561.4202,34517234583.7044,35514358967.0991,36011559995.6918,36664258025.1747,37584630388.4013,38211470971.3577,37553050262.0087,36311732131.5742,35658760079.8831,35058985451.8025
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Honduras,HND,30124158654.5788,30944497716.6726,32106258710.4076,33566142510.9323,35658086204.4309,37815614090.9532,40299057568.9058,42792895096.3988,44603719292.4101,43519122818.6324,45142882367.617,46874423691.1832,48809722279.3804,50172274844.2635,51706583428.8613,53692157582.7701,55782378349.5786,58483870910.2802,60732572687.8795,62287104477.5612,56703014340.7969,63827909343.1217,66472658301.8488
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Hong Kong SAR, China",HKG,265591175379.755,267080822908.196,271505553357.769,279803534851.502,304146502337.918,326617320333.559,349587032088.303,372187304557.186,380107138314.075,370759788477.092,395851682747.903,414910797601.395,421965480247.331,435052774840.374,447070772135.036,457745825806.25,467703772033.193,485458293941.597,499278940589.395,490929043330.198,458798878494.146,488411631115.747,470420641269.158
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Hungary,HUN,228005099434.183,237294227904.265,248545027207.47,258671372346.798,271616893370.639,283280876807.881,294459329665.801,295276079671.867,298240483290.064,278562972210.768,281561017460.865,286817304051.063,283231439476,288336748769.033,300539764925.149,311681723654.557,318541844292.138,332149875481.881,349960908888.379,366983797481.384,350517065500.968,375267848770.74,392467904145.415
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Iceland,ISL,13497155291.9352,14038863289.5359,14117413408.5378,14419905585.0112,15545004227.3632,16497048523.427,17539165938.1071,19022077880.202,19442370009.7504,17952343798.2022,17443794306.3588,17765768225.7233,17954731440.1646,18772113464.5678,19088839382.0453,19935746993.3577,21192434106.1628,22081445872.5536,23161045961.0303,23592114239.8109,21954714616.9039,23108261373.5878,25186273536.7683
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,India,IND,3279034495943.53,3437214013863.84,3567964786685.36,3848420429844.88,4153328341064.72,4482414430651.38,4843729870659.97,5214799058396.79,5375764159724.54,5798400761878.85,6291124777993.23,6620862520105.21,6982122438465.14,7428008206430.01,7978440521051.13,8616416873256.67,9327814573620.6,9961675338509.53,10604587056326.2,11015136957033.9,10378712667572,11384367630967.9,12179797874332.3
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Indonesia,IDN,1308649633293.18,1356329843593.82,1417357571125.18,1485112494798.99,1559826632354.02,1648620875616.96,1739310715105.45,1849670366569.78,1960904059994.01,2051671782944.75,2179364842980.24,2313826950890.82,2453351888053.6,2589691121689.59,2719348369403.8,2851952560361.74,2995493305785.44,3147358403078.01,3310211902647.8,3476360960874.61,3404556313997.13,3530623140454.75,3718008116107.65
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Iran, Islamic Rep.",IRN,724514188449.189,741845819158.412,801778276403.382,871046294173.392,908820662510.944,937810261095.509,984698854165.332,1065008662549.68,1067680306564.49,1078435962762.6,1140963014444.4,1171149677379.15,1127264691633.12,1110107957441.81,1165444342122.21,1148838101214.51,1250109175218.83,1284593502395.33,1260982576565.63,1222262997077.03,1262967880610.57,1322577157396.53,1372526021632.22
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Iraq,IRQ,310238369622.053,315719067854.304,289818407492.744,183580310188.303,281585663496.714,286302867166.11,302445479298.28,308157281224.747,333512792372.178,344783187144.612,366858154275.21,394542999234.003,449528208827.683,483819505901.543,494771670848.058,507669212665.884,577663460717.272,567151427862.213,582089351365.752,614184539161.794,540256416973.078,548372044650.918,590266634644.546
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Ireland,IRL,203475205027.485,214271236253.58,226911881806.505,233750640020.425,249617957537.569,263945485013.016,277110702251.936,291825604328.971,278739940585.431,264535961719.581,268988028812.616,273423033225.216,272332184788.91,278302184886,304284570734.628,379185952171.885,383822026026.699,422394713895.017,454261615310.887,477158900469.795,511313451826.493,594430589023.023,645667554757.532
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Israel,ISR,208631450325.993,208985342570.527,208731487599.92,211789524308.976,221699827284.815,231045654195.479,243940384191.157,258632573191.576,267131180633.55,270091602534.276,285306185438.238,301177262915.997,308829588646.038,321894932216.178,334401594040.186,342138010817.611,357080148195.756,372339689048.74,387510580338.776,402178403947.02,396288076349.743,433316868612.136,461354079793.582
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Italy,ITA,2904041454079.3,2962309108807.32,2970305258537.98,2972282111146.77,3016094193633.27,3039089219079.12,3093777018877.78,3139017073493.23,3106900582018.51,2942074720505.45,2987062154440.45,3007836070371.1,2913834010596.68,2860859778046.85,2860820079618.95,2886157437246.88,2921836724675.31,2968694218665.27,2993234831378.69,3006080673840.74,2739494789919.54,2984160769902.3,3123275262123.49
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Jamaica,JAM,24821892263.4283,25155729230.8152,25658162332.6574,26598872052.2463,26950967997.8598,27191855193.5419,27980181160.4813,28380844494.0711,28150466762.6117,26927244007.3553,26534874422.7136,26994027592.327,26828382510.4083,26967269294.1258,27153295546.89,27403509669.4711,27780369054.9159,28057373521.5643,28587636468.0741,28842721562.3038,25981430580.2875,27176946493.566,28595996148.6377
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Japan,JPN,4974792351105.4,4994000194816.65,4996095802114.07,5072792142740.79,5183689247918.63,5277197863477.79,5349619495092.01,5429006212038.04,5362539486135.2,5057237438354.33,5264478877562.27,5265732324912.24,5338123032664.63,5445157747028.93,5461286604529.39,5546516901265.65,5588328029133.45,5681951062992.72,5718508226089.43,5695510147252.54,5459310569514.2,5599031809810.88,5652487834657.27
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Jordan,JOR,43563804884.1744,45859598919.6853,48512030037.1975,50530939451.7428,54860033293.2554,59329257918.7265,64130760094.7807,69374200031.6691,74383285316.9958,78120085913.8907,79928436395.8114,82116221480.2884,84111118476.9406,86306374406.1217,89227049520.7291,91454628503.294,93278399190.7063,95585731951.6258,97420089930.8849,99126150272.364,98033034783.6004,101616771489.093,104307010646.479
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Kazakhstan,KAZ,200520165967.172,227590388369.604,249894246428.934,273134411347.668,299355314840.782,328392780378.023,363530807878.472,395885049779.634,408949256423.197,413856647497.939,444068182778.938,476929228310.983,499821831247.413,529811141105.818,552063209062.287,558687967573.976,564833535212.271,587991710170.511,612099370246.921,639643841913.657,623652745889.61,650469813945.991,671284847990.359
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Kenya,KEN,115114190550.448,119465399319.131,120118707240.57,123641158956.222,129952174356.235,137628015358.898,146535980808.419,156574764869.405,156938461030.929,162128321485.866,175193389475.644,184165228865.401,192579148133.479,199893012215.302,209927863314.401,220356494132.985,229641252624.049,238454787849.2,251922586472.068,264806307742.621,264084005302.165,284129273925.386,297937902775.433
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Kiribati,KIR,219885544.366875,212972078.063924,216054117.119641,212650304.655113,211355330.787819,214086933.786207,226454553.193097,233372961.35574,226407389.661006,227622714.543536,230413284.486192,237933386.347224,251742185.923138,271204154.95886,274631281.126169,305569423.482881,327228274.669437,339496488.147301,351309060.680682,362776699.380903,360737834.655966,391482298.18601,406771063.10865
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Korea, Rep.",KOR,1184127626613.68,1241586230493.65,1337500538238.29,1379595574894.41,1451298556151.67,1513828374352.76,1593521244061.43,1685938280114.59,1736735345459.39,1750502428993.45,1869621054468.93,1938529075321.33,1985102837153.81,2047925558084.06,2113509427828.96,2172880090240.7,2236912296310.75,2307590576700.3,2374681552210.47,2427968880490.2,2410744496330.6,2514520654062.95,2580216835950.54
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Kosovo,XKX,..,..,..,..,..,..,..,..,12783215864.1531,13426832137.1099,14090111060.1128,14980579340.1627,15237076214.2456,16050857846.4579,16588369741.9438,17569776062.0314,18548724460.525,19443822031.0101,20106201546.9493,21062613456.7557,19937811875.2436,22080260569.6251,23024964288.081
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Kuwait,KWT,117831251017.24,118082623460.957,121641968085.288,142717680312.012,157332396158.332,174023860841.211,187101358949.682,198311678152.498,203229325759.839,188848703985.272,184372050866.906,202124455678.575,215516969531.086,217994260474.41,219086227189.086,220384908472.597,226833533761.883,216144635033.267,222074196813.709,227101550024.009,216161094987.978,221048078205.313,233999746816.458
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Kyrgyz Republic,KGZ,17822509597.691,18770956084.5805,18767704089.0757,20087128712.9416,21498613569.1635,21460880190.6936,22126789572.1528,24017053497.0464,26034874118.0585,26786317277.4343,26660001952.6433,28247944796.511,28223044176.7211,31303721942.4826,32563395806.3365,33825496186.795,35292120966.3226,36964945345.0664,38354054772.7972,40118581257.2035,37250512878.8033,39301901464.0311,42826301521.6796
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Lao PDR,LAO,15745190141.8483,16650761035.6206,17636276902.7053,18706270228.634,19895557925.4518,21309648307.2208,23146383622.8786,24904774760.2269,26853549168.651,28868041983.2359,31329592647.869,33848069786.9643,36564749186.2825,39499545733.2195,42506236713.3166,45596468110.0697,48798633403.5084,52162094276.3004,55421161065.7887,58445901221.9388,58739902707.842,60225053628.2101,61855602705.6979
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Latvia,LVA,33236161492.4427,35383408183.3249,38095719534.1111,41306859112.5973,44910941052.4722,50127489030.0333,56556348567.3593,62446430552.5521,60330298712.0684,50653307387.0883,48798758570.7799,50280457677.5527,53953566012.912,55084481930.2969,56238479570.3269,58366186685.7771,59855508414.6929,61889966845.5272,64557245485.0398,64993249147.5252,62738484400.3599,67097073194.0489,68313330032.2851
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Lebanon,LBN,50097964832.271,52021560996.3529,53802336972.3502,55538591257.3537,59248260701.1235,60839538228.666,61782255999.9562,67534568644.4133,73659365299.9419,81196306155.0343,87671821639.3519,88432234310.6836,90700336595.223,94172230742.894,96511525556.7738,96957718406.6759,98464974044.7293,99354140787.4961,97481607576.9354,90740827788.8486,71322381662.8598,66328931529.5091,65916578510.7246
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Lesotho,LSO,3871876398.45713,4009776444.89645,4038800653.01738,4222960962.8869,4294429263.58341,4443279430.83502,4631234382.0078,4825186499.67611,5091701799.9031,5027864191.47438,5292816081.65889,5537154381.35101,5887882377.05508,5993424173.35662,6095944684.88747,6286386067.74237,6513255914.50827,6308858549.7947,6215447498.18469,6127312836.10058,5627571725.69364,5755132494.46552,5892552408.75934
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Liberia,LBR,5470248902.23688,5629995200.54977,5841852911.78275,4080818597.75469,4187729797.06933,4408892704.61405,4763540064.53089,5217756726.7023,5590601506.20888,5886933603.40207,6246026265.20687,6758248402.48728,7298490239.55171,7932531092.9132,7988169318.67705,7986686317.47471,7862496650.32942,8055533202.30941,8148782050.60971,7947727343.76708,7710687069.05964,8095196890.78495,8484422471.24775
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Libya,LBY,94123526021.8574,92464279918.7403,91577642404.7609,103497422450.823,108115103811.247,120949184548.853,128811517035.241,136836452372.431,136614711311.325,130603415698.489,137169172874.237,68120248021.5859,127266844407.705,104361406654.041,80313610359.1497,79636842700.156,78449504267.8499,103939162010.668,112193353209.168,99632092392.0287,70285163941.3602,90199384483.2022,82756464976.3415
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Lithuania,LTU,55887015719.4516,59510799991.8387,63509829248.78,70211321229.5268,74776487334.4204,80557790112.4408,86515425228.4761,96099545039.7346,98597613785.9617,83967097533.4947,84325804162.7765,89658262251.0122,93587899244.6752,97375321369.926,101048845599.217,103911365964.727,106687794740.951,111608495241.518,117097813759.631,122574890175.863,122627369410.608,130451016133.858,133761243292.582
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Luxembourg,LUX,50431220160.2893,51981654898.4945,53658279980.3451,55063793472.2203,57394033361.6715,58819055322.933,62358030273.3027,67408199871.1639,67205856502.0483,65029089706.6084,67474452435.0478,68179087260.9867,69303975405.5957,71502152313.0506,73377715271.3501,75043231267.4365,78779026229.8699,79816693844.3515,80789916287.0685,83145627376.6557,82389143682.3115,88295128695.0881,89513765603.6297
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,"Macao SAR, China",MAC,24086084587.6594,24781882829.1859,26989987547.5085,30131878939.8379,38156065681.1085,41237400220.3895,46759377793.699,53528422827.4525,55343917281.8444,56049000907.505,70130084090.6796,85289886682.8236,93172572244.1378,103191299868.647,101077461984.903,79331294199.0349,78792540063.0807,86561580596.8406,92106166061.9549,89745054361.5966,40981042875.8178,50626336573.1949,40698847940.6121
"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,Madagascar,MDG,28199755602.4776,29886167474.0208,26177900449.2985,28739379768.7847,30250210004.1952,31688863132.9042,33399589086.3793,35306894063.3093,37676916122.7591,36177861416.3771,36401889113.0216,36976466378.8269,38089882549.6347,38966093153.0824,40267250148.2569,41528540449.4672,43186835727.0291,44885506816.5598,46319309928.9423,48362562210.5033,44910601332.5875,47488297274.9472,49387829165.3262
