"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"",""2021"",""2022"",""2023"","
"OECD members,""OED"",""GDP per capita growth (annual %)"",""NY.GDP.PCAP.KD.ZG"","""",""2.97260545456533"",""4.10172340687301"",""3.66571611082334"",""5.00965800835016"",""4.10037946705832"",""4.25981086092244"",""2.58689401941494"",""4.72823463374219"",""4.31897960912985"",""1.61912006358003"",""2.41289688488948"",""4.16356982381225"",""4.88509716210494"",""0.0260158779777413"",""-0.91650808843815"",""3.73296218599644"",""2.77795883226521"",""3.40688306237517"",""2.94343466922112"",""0.318321131770233"",""1.22531462424007"",""-0.696220376314315"",""2.01869206383729"",""3.90484616044515"",""2.89009326228178"",""2.20571716299889"",""2.71551488194288"",""3.69101773612348"",""2.90536672216382"",""2.02432406874489"",""0.189015857610329"",""1.13277814597362"",""0.504005457099765"",""2.3769307510639"",""1.8613139209062"",""2.3123954222759"",""2.84635508455298"",""2.26564663815213"",""2.68280318281928"",""3.36459765703725"",""0.668270536629322"",""0.789396608696208"",""1.30620871611642"",""2.53185040927049"",""2.11825242050109"",""2.30674478713344"",""1.86842826125759"",""-0.402296963433869"",""-4.07858730271917"",""2.26977943113309"",""1.37591517569933"",""0.760304546108713"",""0.992222364149526"",""1.53574044984335"",""1.89435972931969"",""1.21458698914792"",""1.97132368569545"",""1.73749700785424"",""1.31714892063486"",""-4.42511439002604"",""5.78564294543354"",""2.52916539581196"",""1.29073521450394"","
